ID;"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";Description;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
15;1;Asadores;3;0;"Échale un vistazo a nuestros asadores con mango. Su plancha es , cocinando de manera rápida y cómoda. Su limpieza diaria es, simplemente, pasando una servilleta una vez se haya acabado de cocinar. En este tipo de podrás cocinar tanto carne como pescado, gracias a su .";Asadores;Asadores;Asadores;;https://ferreteria.es/media/catalog/category/asador_castey_induccion_40cm_mango_desmontable_negro.jpg
16;1;Grills;3;0;"Échale un vistazo a nuestros grills con asas y con mango. Su plancha es antiadherente, cocinando de manera rápida y cómoda. Su limpieza diaria es, simplemente, pasando una servilleta una vez se haya acabado de cocinar.En este tipo de sartén grill se recomienda cocinar solo carne, ya que la superficie es ondeada y el pescado se engancharía entre las ranuras.";Grills;Grills;Grills;;https://ferreteria.es/media/catalog/category/grill-castey-fundix-con-mango-kiwi.jpg
17;1;"Planchas y asadores bandeja";3;0;"Échale un vistazo a nuestros asadores con asas. Su plancha es , cocinando de manera rápida y cómoda. Su limpieza diaria es, simplemente, pasando una servilleta una vez se haya acabado de cocinar. En este tipo de podrás cocinar tanto carne como pescado, gracias a su ";"Planchas y asadores bandeja";"Planchas y asadores bandeja";"Planchas y asadores bandeja";;https://ferreteria.es/media/catalog/category/planchas-y-asadores-bandeja.jpg
18;1;"Protectores de sartenes";3;0;"Cuida tus sartenes y hazlo con estos protectores para poder apilarlas sin temor a que se rayen entre ellas.Tenemos desde protectores Bra de silicona, o protectores para sartenes Castey o Ibili de fieltro.¡Cuida tu cocina por muy poco!";"Protectores de sartenes";"Protectores de sartenes";"Protectores de sartenes";;https://ferreteria.es/media/catalog/category/protectores-de-sartenes.jpg
19;1;"Tapas para sartenes";3;0;"Descubre la gran colección de tapaderas para sartenes que tenemos en esta sección.Podrás encontrar las novedadosas tapas de terracota, conservando todo el sabor y la humedad de los alimentos.También podrás elegir entre una gran variedad de medidas de tapaderas en acero inoxidable o cristal.¡Entra y escoge la tuya!";"Tapas para sartenes";"Tapas para sartenes";"Tapas para sartenes";;https://ferreteria.es/media/catalog/category/tapas-para-sartenes.jpg
20;1;"Ollas y cacerolas";2;0;"Las ollas son, sin lugar a duda, las reinas de la cocina en cualquiera de sus versiones, altas, bajas, de tamaño medio, a presión, de vapor o las más modernas de silicona. En esta sección encontrarás todos los modelos que puedas imaginar para que cocines las mejores recetas.Si tienes poco tiempo te recomendamos que veas las ollas a presión o exprés. Nuestros modelos son ,  y siempre son  para que ahorres también en energía. Si se te ha roto algún pomo, asa, goma o tienes que reponer tornillos también tenemos .";"Ollas y cacerolas";"Ollas y cacerolas";"Ollas y cacerolas";;https://ferreteria.es/media/catalog/category/ollas_y_cacerolas.jpg
21;1;Ollas;20;0;"Renueva tus ollas con nosotros. Si tienes que cambiar tus ollas convencionales, échale un vistazo a este espacio. En este apartado, podrás encontrar , siempre trabajando con la al .¡Entra y compruébalo, no te arrepentirás!";Ollas;Ollas;Ollas;;https://ferreteria.es/media/catalog/category/ollas-y-cacerolas.jpg
22;1;"Ollas a presión";20;0;"Renueva tu olla a presión con nosotros.Si quieres cambiar tu olla exprés y no sabes con cuál quedarte, échale un vistazo a este espacio.En este apartado, podrás encontrar ollas a presión Magefesa y/o ollas a presion Bra entre otras, siempre trabajando con la mejor calidad al mejor precio.Estas ollas ya las fabrican para que sean aptas en cualquier tipo de cocina, tanto en la de gas como en la de vitrocerámica convencional y la de inducción..¡Entra y compruébalo, no te arrepentirás!";"Ollas a presión";"Ollas a presión";"Ollas a presión";;https://ferreteria.es/media/catalog/category/ollas-a-presion_1.jpg
23;1;Cacerolas;20;0;"Cacerolas bajas, medias y altas incluso cacerolas para horno para que cocines y calientes alimentos.En esta sección podrás encontrar todos estos utensilios que junto con ollas y sartenes son los grandes protagonistas de la cocina.Disponemos de cacerolas en cualquier tamaño para cocinas de inducción, vitrocerámica, gas, eléctricas y halógenas de las marcas más prestigiosas entre las que se encuentran Castey o BRA. Tienen los mejores revestimientos antiadherentes que garantizan durabilidad, limpieza fácil, cocina sana y evitan que los alimentos se peguen.";Cacerolas;Cacerolas;Cacerolas;;https://ferreteria.es/media/catalog/category/cacerolas_y_cazos_1.jpg
24;1;Cocottes;20;0;"Cocottes Castey y Le Creuset. Lo mejor en hierro fundidoCocottes Castey y Le Creuset. Lo mejor en hierro fundidoSaborea la comida como antes, gracias a estas cocottes que te ofrecemos de las mejores marcas del momento: Le Creuset y Castey.Las cocottes están fabricadas en hierro, haciendo así que se reparta de forma homogenea el calor.Su material hace que sean unas cacerolas de por vida y a la hora de cocinar que no se resequen los alimentos, dejándolos siempre en su punto y jugosos.¡Descubre la nueva forma de cocinar con las cocottes!";Cocottes;Cocottes;Cocottes;;https://ferreteria.es/media/catalog/category/cocottes_1.jpg
25;1;"Cazuelas de barro";20;0;"Estas cazuelas son para cocinas de gas y/o vitrocerámica, siempre haciendo uso de los consejos que da la cazuela a la hora de cocinar.¡Entra y descúbrelas!";"Cazuelas de barro";"Cazuelas de barro";"Cazuelas de barro";;https://ferreteria.es/media/catalog/category/cazuelas-de-barro_1.jpg
26;1;"Paellas y paelleras";20;0;"Si te encanta la paella has llegado al lugar adecuado. Tenemos paelleras de todos los modelos, tamaños y materiales para que encuentres la textura que más se adapta a tu paladar.Paelleras de acero, esmaltadas, de acero inoxidable, de aluminio, para inducción, vitrocerámica... sólo tienes que pasar a esta sección y escoger la tuya.Y recuerda que si tienes alguna duda sólo tienes que ponerte en contacto con nosotros para que un especialista te aconseje.";"Paellas y paelleras";"Paellas y paelleras";"Paellas y paelleras";;https://ferreteria.es/media/catalog/category/paellas_y_paelleras.jpg
27;1;"Paellas tradicionales";26;0;"¿Quieres encontrar la paellera que mejor te convenga según materiales y medidas? Pues éste es tu espacio.Aquí tienes una gran variedad de paelleras tradicionales, para todo tipo de cocina, ya sea gas, vitrocerámica y/o inducción.Te damos la oportunidad de que no te quedes esta primavera sin disfrutar de una buena paellera valenciana, con los mejores materiales al mejor precio.Tenemos desde paelleras antihaderentes, hasta paelleras inoxidables o en acero pulido.Si quieres una de éstas de gran tamaño y no sabes como cocinarla, visita nuestro apartado dedifusores paellerodifusores paellerodifusores paelleroyaccesoriosaccesoriosaccesorios, perfectos para todo lo que tu necesitas.Y ahora solo falta que disfrutes de los tuyos en casa o al aire libre, con nuestrso artículos ideados para tí.¡No lo dudes y aprovecha!";"Paellas tradicionales";"Paellas tradicionales";"Paellas tradicionales";;https://ferreteria.es/media/catalog/category/paellas-tradicionales_1.jpg
28;1;"Paelleras eléctricas";26;0;;"Paelleras eléctricas";"Paelleras eléctricas";"Paelleras eléctricas";;https://ferreteria.es/media/catalog/category/paelleras-electricas_1.jpg
29;1;"Tapas para paelleras";26;0;"Si tienes paelleras de grandes dimensiones y no consigues encontrar la tapa de su tamaño, éste es tu sitio.Disponemos de tapas para paelleras de muchas medidas, desde la de 32cm hasta la de 40cm. Éstas, contienen un pomo de baquelita y están fabricadas en aluminio con pequeños orificios, para que facilite la salida del vapor.Si quieres renovar tu paellera no dudes en visitar nuestro apartado depaelleras tradicionales, en el cuál podrás encontrar, diversos modelos, medidas y materiales, siempre con la mejor calidad y garantía.";"Tapas para paelleras";"Tapas para paelleras";"Tapas para paelleras";;https://ferreteria.es/media/catalog/category/tapaderas-para-paelleras_1.jpg
30;1;Trébedes;26;0;"Con estos trébedes, podrás cocinar con carbón o leña, sin necesidad de barbacoas.Todos forjados, resistentes a temperaturas extremas y a golpes.No dejes de visitar nuestro gran surtido depaelleras tradicionalespaelleras tradicionales, ideadas para todo tipo de cocina.";Trébedes;Trébedes;Trébedes;;https://ferreteria.es/media/catalog/category/tr_bedes_2.jpg
31;1;"Accesorios de paelleros";26;0;" difusores paelleros";"Accesorios de paelleros";"Accesorios de paelleros";"Accesorios de paelleros";;https://ferreteria.es/media/catalog/category/accesorios_3.jpg
32;1;"Difusores para paelleros";26;0;"paelleras tradicionalespaelleras tradicionalespaelleras tradicionales";"Difusores para paelleros";"Difusores para paelleros";"Difusores para paelleros";;https://ferreteria.es/media/catalog/category/difusor-paellero_1.jpg
33;1;"Baterías de cocina";20;0;"Si estás buscando comprar una nueva batería de cocina o renovar la que ya tienes pasa a nuestra sección de Baterías de Cocina en la que te presentamos los conjuntos de las marcas más prestigiosas.A la hora de tomar la decisión de compra, ten en cuenta que la batería es la pieza fundamental de la cocina. De ollas y cacerolas depende que tus recetas salgan como deseas.Por eso, ponemos a tu disposición las baterías fabricadas con los mejores materiales para facilitar el calentamiento, reparto y conservación del calor, así como su durabilidad.";"Baterías de cocina";"Baterías de cocina";"Baterías de cocina";;https://ferreteria.es/media/catalog/category/bater_as_de_cocina.jpg
34;1;"Potes hervidores";20;0;"¡Entra y descúbrelos!";"Potes hervidores";"Potes hervidores";"Potes hervidores";;https://ferreteria.es/media/catalog/category/Pote_con_asa_inox.jpg
35;1;Cazos;20;0;"¡Entra y descúbrelas!";Cazos;Cazos;Cazos;;https://ferreteria.es/media/catalog/category/Cazo_Recto_Basic_Lacor.jpg
36;1;"Tapas sueltas y recambios para ollas";20;0;"Ya tienes aquí la gran colección de tapaderas sueltas para ollas y cacerolas que hemos escogido para ti.Elige entre tapaderas Bra, tapaderas Castey o incluso tapaderas Woll, marcando la diferencia por su material en terracota.También, puedes encontrar recambios para olla a presión, ya sea Magefesa, olla Bra, o incluso olla Fagor.¡Entra, échale un vistazo y cuida tu menaje de cocina con nosotros!";"Tapas sueltas y recambios para ollas";"Tapas sueltas y recambios para ollas";"Tapas sueltas y recambios para ollas";;https://ferreteria.es/media/catalog/category/tapas-sueltas-y-_recambios-para-olla.jpg
37;1;"Cubos de basura y reciclaje";2;0;"Encuentra el cubo de basura y reciclaje doméstico que necesitas. Compra en nuestra ferreteria online los cubos de basura y reciclaje que se adapten a tus necesidades, gracias a la amplia gama que te ofrecemos. En este apartado podrás escoger cualquier color, diseño, modelo, tamaño, con o sin pedal, decorados etc. Para facilitarte la tarea de reciclaje también disponemos de contenedores, cubos de reciclaje y clasificadores de residuos. Selecciona el cubo de basura o contenedor que más se adapta a tu espacio, sea hogar u oficina.";"Cubos de basura y reciclaje";"Cubos de basura y reciclaje";"Cubos de basura y reciclaje";;https://ferreteria.es/media/catalog/category/cubos_de_basura_2.jpg
38;1;"Cubos de basura 1 residuo";37;0;"Descubre toda la gama de cubos de basura que tenemos preparada para ti. Dale un toque de color y nuevo a tu cocina con uno de nuestros cubos de . Puedes encontrar , o incluso También tenemos cubos de basura apilables perfectos para sitios estrechos, con tapa frontal. Todo depende de la necesidad de cada uno de nuestros consumidores.Hemos conseguido tener una amplia gama de cubos de basura, con diferentes medidas, formatos y precios, trabajando siempre con las mejores marcas del sector, como Tatay, Brabantia, Curver o Iris. ¡Entra y descúbrelo!";"Cubos de basura 1 residuo";"Cubos de basura 1 residuo";"Cubos de basura 1 residuo";;https://ferreteria.es/media/catalog/category/cubos_de_basura_1_departamento.jpg
39;1;"Cubos de reciclaje doméstico";37;0;"Empieza a reciclar en casa y hazlo de la forma más fácil y cómoda. Te ayudamos a que empieces tu con esta gran variedad de  que te ofrecemos en este apartado.Puedes encontrar cubos de reciclaje de 2 compartimentos, cubos de basura de 3 compartimentos o incluso cubos de hasta 4 compartimentos.También tenemos cubos de basura apilables perfectos para reciclar en sitios estrechos, con tapa frontal. Hemos conseguido tener una amplia gama de , con diferentes medidas, formatos y precios.¡Entra y descúbrelo!";"Cubos de reciclaje doméstico";"Cubos de reciclaje doméstico";"Cubos de reciclaje doméstico";;https://ferreteria.es/media/catalog/category/contenedores-para-reciclaje.jpg
40;1;"Cubos de basura para el baño";37;0;"Renueva tu cubo de basura para baño con uno de nuestra amplia gama que tenemos par ti.En este apartado puedes encontrar cubos de basura para el baño de plástico, cubos de basura para el baño cromado o incluso en acero inoxidable, perfectos para evitar la corrosión por humedad.Estos cubos de basura están diseñados, para baños, o sitios en los que necesites una pequeña papelera, ya que la capacidad máxima de éstos es de 5 litros.Utilízalo para el espacio que te vaya mejor, según te convenga.Trabajando con las mejores marcas, hemos conseguido tener una gran variedad de cubos de basura para baño, con diferentes medidas, formatos y precios.¡Renuévalo!";"Cubos de basura para el baño";"Cubos de basura para el baño";"Cubos de basura para el baño";;https://ferreteria.es/media/catalog/category/cubo-de-basura-para-el-ba_o_1.JPG
41;1;"Contenedores reciclaje industrial";37;0;;"Contenedores reciclaje industrial";"Contenedores reciclaje industrial";"Contenedores reciclaje industrial";;https://ferreteria.es/media/catalog/category/contenedores_de_reciclaje_industrial_1.jpg
42;1;"Barreños y cubos de goma";37;0;;"Barreños y cubos de goma";"Barreños y cubos de goma";"Barreños y cubos de goma";;https://ferreteria.es/media/catalog/category/barrenos_y_cubos_industriales.jpg
43;1;"Bolsas de basura";37;0;"Escoge las bolsas para cubo de basura, que más te convenga según los litros de tu cubo.Ten en cuenta sobretodo la capacidad de tu cubo de basura, para determinar que paquete de bolsas eliges.";"Bolsas de basura";"Bolsas de basura";"Bolsas de basura";;https://ferreteria.es/media/catalog/category/bolsas-de-basura_1.jpg
44;1;"Cuchillos y tijeras";2;0;"Ya tienes aquí una gran colección de cuchillos de cocina y tijeras de cocina, perfectos para cortar cualquier tipo de alimento. En este apartado podrás encontrar desde , o  para los más cocinitas de la casa.Nuestras tijeras de cocina son de las mejores marcas como Arcos y/o 3Claveles, en acero inoxidable de la mejor calidad. Tampoco podían faltar los , ya sean o , para poder dejar tu cuchillo como nuevo pase el tiempo que pase. ";"Cuchillos y tijeras";"Cuchillos y tijeras";"Cuchillos y tijeras";;https://ferreteria.es/media/catalog/category/cuchillos_y_tijeras_de_cocina_1.jpg
45;1;"Cuchillos de cocineros";44;0;"Si eres de los que le gusta la cocina y cocinar con materiales de categoría, éste es tu espacio. Aquí podrás encontrar una amplia gama de cuchillos de todo tipo, desdecuchillos peladorescuchillos peladorescuchillos peladoreso para la verdura, hastacuchillos de chefcuchillos de chefcuchillos de chef, más profesionales.Siempre te ofreceremos la mejor calidad, trabajando con la mejor marca de cuchillería españolaArcosArcos";"Cuchillos de cocineros";"Cuchillos de cocineros";"Cuchillos de cocineros";;https://ferreteria.es/media/catalog/category/cuchillos_para_verduras_1.jpg
46;1;"Cuchillos paneros";45;0;ArcosArcosArcos,;"Cuchillos paneros";"Cuchillos paneros";"Cuchillos paneros";;https://ferreteria.es/media/catalog/category/cuchillo-panero.jpg
47;1;"Cuchillos para verdura";45;0;" cuchillos Arcos.cuchillos Arcoscuchillos ArcoscuchillosArcos";"Cuchillos para verdura";"Cuchillos para verdura";"Cuchillos para verdura";;https://ferreteria.es/media/catalog/category/cuchillos_para_verduras.jpg
48;1;"Cuchillos mondadores";45;0;"Queremos ofrecerte una amplia gama de cuchillos mondadores, ideales para para pelar todo tipo de fruta o hortalizas.Trabajamos con las mejores marcas de cuchillos peladores, como la distinguida cuchillería españolaArcosArcosArcos";"Cuchillos mondadores";"Cuchillos mondadores";"Cuchillos mondadores";;https://ferreteria.es/media/catalog/category/cuchillo-mondador.jpg
49;1;"Cuchillos para chef";45;0;ArcosArcosArcos;"Cuchillos para chef";"Cuchillos para chef";"Cuchillos para chef";;https://ferreteria.es/media/catalog/category/286004.jpg
50;1;"Cuchillos jamoneros";45;0;"ArcosAsí que ya sabes, ¡entra y escoge! ";"Cuchillos jamoneros";"Cuchillos jamoneros";"Cuchillos jamoneros";;https://ferreteria.es/media/catalog/category/cuchillo-jamonero.jpg
51;1;"Cuchillos de cerámica";44;0;"Estos cuchillos de cerámica están diseñados para conservar la cuchilla afilada por más tiempo, entre otras muchas ventajas. Su material , los hace más ligeros que los de  y al ser un material no poroso, no guarda ningún olor ni sabor, una vez limpio.";"Cuchillos de cerámica";"Cuchillos de cerámica";"Cuchillos de cerámica";;https://ferreteria.es/media/catalog/category/9649486.jpg
52;1;"Cuchillos de colores";44;0;"Estos cuchillos de colores, llevan una pequeña capa de esmalte (color) y su cuchilla es de acero inoxidable.Todos sabemos que el acero inoxidable es un gran aliado contra la corrosión y su duración es prolongada. Están diseñados para poder afilarse.";"Cuchillos de colores";"Cuchillos de colores";"Cuchillos de colores";;https://ferreteria.es/media/catalog/category/cuchillo-color.jpg
53;1;"Juegos de cuchillos";44;0;"Descubre nuestrso tacos de cuchillos Arcos, fabricados con la mejor calidad española, con una madera excepcional y unos cuchillos Arcos de categoría suprema.También tenemos para todos los gustos y te ofrecemos un taco con cuchillos Castey Fundix, más económico, aunque de muy buena calidad, con cuchillas en acero inoxidable 18/10, ideal para un uso diario. Como novedad, podrás elegir entre varios , especializados en cortar diferentes tipos de queso y perfectos para guardar en el cajón,  gracias a su pequeño tamaño.";"Juegos de cuchillos";"Juegos de cuchillos";"Juegos de cuchillos";;https://ferreteria.es/media/catalog/category/juego-cuchillos.jpg
54;1;"Tijeras de cocina";44;0;"Renueva tus tijeras con nosotros. Tenemos una gran variedad de tijeras para la cocina perfectas para ti.¡Entra y descúbrelo!";"Tijeras de cocina";"Tijeras de cocina";"Tijeras de cocina";;https://ferreteria.es/media/catalog/category/tijera-de-cocina_.jpg
55;1;"Accesorios para cuchillos y tijeras";44;0;"Ya tienes aquí todo lo necesario para cuidar y trabajar con tus cuchillos como el primer día. Escoge el , que más se adapte a ti con el para carniceros.Para cuidar tus cuchillos tienes una selección de los mejores afiladores de cuchillos, ya sean afiladores manuales o eléctricos.¡Descúbrelo!";"Accesorios para cuchillos y tijeras";"Accesorios para cuchillos y tijeras";"Accesorios para cuchillos y tijeras";;https://ferreteria.es/media/catalog/category/afilador-cuchillo_1.jpg
56;1;"Afiladores de cuchillos";55;0;"Deja tus cuchillos como nuevos con nuestros afiladores manuales y afiladores eléctricos.Tenemos desde afiladores manuales sencillos, hasta afiladores prefesionales eléctricos, perfectos para las personas que trabajan con cuchillos o los utilizan a diario.¡Échale un vistazo y elige! ";"Afiladores de cuchillos";"Afiladores de cuchillos";"Afiladores de cuchillos";;https://ferreteria.es/media/catalog/category/afilador-cuchillo.jpg
57;1;"Guantes de protección";55;0;"Ya tienes aquí tus guantes de malla Arcos, perfectos para cortar carne o pescado, con máxima seguridad y calidad.La empresa Arcos, está constituída en España y pasa los mayores controles de calidad.Ya sabes, elige el guante Arcos que necesites según tu talla y corta con seguridad cualquier tipo de alimento.";"Guantes de protección";"Guantes de protección";"Guantes de protección";;https://ferreteria.es/media/catalog/category/guantes-de-proteccicon.jpg
58;1;"Delantales de malla";55;0;"Descubre la nueva colección de delantales de protección para los profesionales de carnicería.Diseñados por la prestigiosa marca Cárnica, estos delantales de acero son imprescindibles para trabajar con seguridad.¡Échale un vistazo!";"Delantales de malla";"Delantales de malla";"Delantales de malla";;https://ferreteria.es/media/catalog/category/delantales-de-malla_1.jpg
59;1;Verduleros;2;0;"La cocina es una de las habitaciones de la casa más utilizada y compartida. En muchos casos es el lugar en el que la familia se reúne para compartir la comida.Por eso, es importante poner orden, tener a mano los utensilios que más utilizamos y guardar los alimentos y utensilios de menaje, en carritos verduleros o muebles de cocina, perfectos para una ordenación fácil y rápida. En este apartado encontrarás, de muchas formas y medidas. Échale un vistazo y organízate.Échale un vistazo y organízate.";Verduleros;Verduleros;Verduleros;;https://ferreteria.es/media/catalog/category/verduleros.jpg
60;1;"Verduleros de 3 cestas";59;0;;"Verduleros de 3 cestas";"Verduleros de 3 cestas";"Verduleros de 3 cestas";;https://ferreteria.es/media/catalog/category/verduleros_de_3_cestas.jpg
61;1;"Verduleros de 4 cestas";59;0;;"Verduleros de 4 cestas";"Verduleros de 4 cestas";"Verduleros de 4 cestas";;https://ferreteria.es/media/catalog/category/verduleros_de_4_cestas.jpg
62;1;"Verduleros dobles";59;0;;"Verduleros dobles";"Verduleros dobles";"Verduleros dobles";;https://ferreteria.es/media/catalog/category/verduleros_dobles.jpg
63;1;"Carros de cocina";59;0;"Organiza tu cocina, con nuestros carros de cocina y camareras para la cocina.Consíguelos de madera, de plástico o metálicos, diseñados para todos los gustos y bolsillos.Nuestros muebles camarera, son perfectos para llevar de estancia a estancia, sin necesidad de llevar bandeja, con una gran estabilidad.Éstas, las tenemos metálicas, ya sea fija o incluso una camarera plegable.¡Paséate por nuestra sección y coge ideas!";"Carros de cocina";"Carros de cocina";"Carros de cocina";;https://ferreteria.es/media/catalog/category/carros_de_cocina.jpg
